StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific,wiki_mallet_18_33,wiki_mallet_6_40,wiki_mallet_7_4,wiki_mallet_30_35,wiki_mallet_9_34,wiki_mallet_15_32,wiki_mallet_25_48,wiki_mallet_21_2,wiki_mallet_19_25,wiki_mallet_34_5,wiki_mallet_20_28,wiki_mallet_33_23,wiki_mallet_38_24,wiki_mallet_10_44,wiki_mallet_5_39,wiki_mallet_31_42,wiki_mallet_14_37,wiki_mallet_22_8,wiki_mallet_2_45,wiki_mallet_44_31,wiki_mallet_40_29,wiki_mallet_11_12,wiki_mallet_49_1,wiki_mallet_37_17,wiki_mallet_26_16,wiki_mallet_29_15,wiki_mallet_0_46,wiki_mallet_23_41,wiki_mallet_4_20,wiki_mallet_47_13,wiki_mallet_48_43,wiki_mallet_27_6,wiki_mallet_12_11,wiki_mallet_13_22,wiki_mallet_42_0,wiki_mallet_24_38,wiki_mallet_36_19,wiki_mallet_41_18,wiki_mallet_17_30,wiki_mallet_46_49,wiki_mallet_8_3,wiki_mallet_39_26,wiki_mallet_32_27,wiki_mallet_16_21,wiki_mallet_35_47,wiki_mallet_1_9,wiki_mallet_43_10,wiki_mallet_45_7,wiki_mallet_28_36,wiki_mallet_3_14,wikitext_dvae_37_47,wikitext_dvae_16_4,wikitext_dvae_34_38,wikitext_dvae_31_17,wikitext_dvae_48_37,wikitext_dvae_33_10,wikitext_dvae_0_2,wikitext_dvae_49_3,wikitext_dvae_5_12,wikitext_dvae_29_32,wikitext_dvae_47_25,wikitext_dvae_28_20,wikitext_dvae_32_15,wikitext_dvae_10_26,wikitext_dvae_20_9,wikitext_dvae_46_13,wikitext_dvae_24_33,wikitext_dvae_39_22,wikitext_dvae_45_48,wikitext_dvae_27_23,wikitext_dvae_30_19,wikitext_dvae_19_44,wikitext_dvae_44_49,wikitext_dvae_4_6,wikitext_dvae_21_42,wikitext_dvae_17_29,wikitext_dvae_15_11,wikitext_dvae_43_39,wikitext_dvae_36_40,wikitext_dvae_14_16,wikitext_dvae_6_43,wikitext_dvae_40_30,wikitext_dvae_8_35,wikitext_dvae_42_28,wikitext_dvae_12_18,wikitext_dvae_11_21,wikitext_dvae_13_7,wikitext_dvae_22_27,wikitext_dvae_38_14,wikitext_dvae_25_8,wikitext_dvae_23_36,wikitext_dvae_2_24,wikitext_dvae_41_0,wikitext_dvae_3_45,wikitext_dvae_18_46,wikitext_dvae_1_41,wikitext_dvae_7_5,wikitext_dvae_26_34,wikitext_dvae_35_31,wikitext_dvae_9_1,wikitext_etm_24_44,wikitext_etm_23_47,wikitext_etm_21_39,wikitext_etm_16_34,wikitext_etm_32_5,wikitext_etm_2_12,wikitext_etm_39_13,wikitext_etm_22_2,wikitext_etm_26_11,wikitext_etm_15_32,wikitext_etm_49_40,wikitext_etm_12_4,wikitext_etm_18_1,wikitext_etm_17_46,wikitext_etm_25_43,wikitext_etm_34_22,wikitext_etm_43_19,wikitext_etm_29_17,wikitext_etm_9_25,wikitext_etm_19_6,wikitext_etm_38_42,wikitext_etm_1_18,wikitext_etm_13_33,wikitext_etm_27_23,wikitext_etm_6_35,wikitext_etm_28_31,wikitext_etm_42_28,wikitext_etm_35_20,wikitext_etm_37_49,wikitext_etm_20_26,wikitext_etm_46_38,wikitext_etm_4_9,wikitext_etm_48_10,wikitext_etm_31_36,wikitext_etm_11_37,wikitext_etm_30_48,wikitext_etm_45_24,wikitext_etm_10_29,wikitext_etm_3_45,wikitext_etm_14_16,wikitext_etm_36_7,wikitext_etm_41_3,wikitext_etm_44_15,wikitext_etm_8_14,wikitext_etm_0_21,wikitext_etm_47_0,wikitext_etm_5_41,wikitext_etm_7_8,wikitext_etm_33_27,wikitext_etm_40_30,PROLIFIC_PID
2021-05-23 00:03:36,2021-05-23 00:09:42,0,73.111.8.152,100,365,1,2021-05-23 00:09:42,R_1OW9ZLeeIF2F01V,,,,,42.1096954345703125,-87.93990325927734375,anonymous,EN,5de1dd621abb502309b57256,,"6,7","6,7","3,7","6,7",,,,,,,,"2,7",,"4,8",,,,,,,"3,7","6,7",,,,,,,"6,7","6,7",,,,"6,7",,,,,,,,,,"6,7","6,7",,,,,,,,"6,7",,,,,,,,"6,7",,,,"5,7",,,"3,8",,,,"6,7","1,9",,"2,7","6,7",,,,,"6,7",,"6,7",,,"6,7",,,"6,7","3,7",,,"3,7",,,,,,"6,7",,"6,7",,,"6,7",,,"6,7",,"6,7",,"6,7",,"5,7",,,,,,,,,"5,7",,,,,"6,7",,,,,,,,,,"6,7",,"6,7",,,,,,,,,,,5de1dd621abb502309b57256
2021-05-22 23:56:14,2021-05-23 00:18:58,0,47.222.63.168,100,1363,1,2021-05-23 00:18:58,R_rrKqr8dCPcud7rj,,,,,30.4420928955078125,-97.63390350341796875,anonymous,EN,60a4ce9c87ac88e339a85fde,,"6,7","6,7","4,7",,,,,"5,7","6,7",,,"2,7",,,,,,,,"6,7",,,,,,,,,"6,7","2,7",,,,,,"6,7",,,,,,"6,7",,"6,7",,,,,,,,,,,"6,8",,,,"6,7",,"3,7",,,"6,9",,,,,,,,"6,7",,,,"6,7",,"1,8",,,,,,,"4,8",,"6,7",,,,"6,7",,,"6,9",,,,,,,,"6,7",,,"4,7",,"6,7","4,8",,,,,,,"6,7",,"5,7",,,,,,"6,7","4,7","6,7","2,7",,,,,,,,,"4,7","6,7",,,,,,"6,7",,,,"5,7",,,"6,7",60a4ce9c87ac88e339a85fde
2021-05-23 00:07:22,2021-05-23 00:28:49,0,76.238.200.19,100,1286,1,2021-05-23 00:28:50,R_1BXxgUALmLyFg0g,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,5fc4c48946722649740111be,,,,,,,"6,7","6,7",,,,,,,,,"6,7",,,"6,7",,,,"6,7",,,,,,,,,,,,,"4,7",,,,,,,,,,"6,7",,,"6,7","6,7",,,,"6,8",,,"6,7",,"6,7","6,7",,,,,"4,7",,,"6,7",,,,,,"4,7",,,"6,7",,,,"6,7","6,7",,,,,,,,,,"6,9","6,9",,,,,"6,7",,,,,"6,7",,,,"6,7",,,,,,"5,7",,"6,7","6,7","5,7","6,7",,"6,7","6,7",,,,,,,,,"4,7",,,,,,"6,7",,"6,7",,"6,7","6,7",,,"4,7",,"6,7",,,,5fc4c48946722649740111be
2021-05-23 00:27:25,2021-05-23 00:31:20,0,12.157.167.130,100,234,1,2021-05-23 00:31:20,R_eYi8DGr6AwYkqZz,,,,,28.65289306640625,-81.210601806640625,anonymous,EN,5e71815ba9b19e0a00d4f261,"6,7",,,"6,7","6,9","6,7",,"6,7","6,7",,"6,7",,"2,9","6,7",,,,,,,,,,"6,7",,,,"6,7",,,,"6,7",,,"6,7",,,,,,,"6,7",,"6,7",,,,"6,7","5,9",,"6,7",,,,,,,,,,,,,,,"4,9","6,7",,,,"6,7",,"6,7",,,"2,9",,,,,"6,9","6,7",,,,,,,,,,,"4,9",,"5,9",,"6,7","6,9",,,,,,,,,,,,,,,,,,"6,7",,,"3,7",,,,,"6,7",,"6,7",,"6,7",,,,,,,,,,,"6,7",,,,,,"2,9",,"2,7",,,"6,7",5e71815ba9b19e0a00d4f261
2021-05-23 00:27:14,2021-05-23 00:35:13,0,99.9.218.164,100,478,1,2021-05-23 00:35:14,R_1jjMdEWI5SpDTx1,,,,,36.17889404296875,-86.803497314453125,anonymous,EN,5ff669ef0d726a203b4f1f99,,,"6,7",,,"6,7",,,,,,"6,7",,,"6,7","2,7",,,,"6,7",,,,,,"6,7",,"6,7",,,,,"6,7",,,"6,7",,,,"6,7","6,7",,"6,7",,,,,,,"6,7",,,"5,7",,,,"6,8","2,7",,,,,,,,"5,8",,,,,,,,,,,"6,7",,,,,"6,7",,"6,7",,"6,8","5,7",,,,,,,"1,7",,,,,,"6,7","6,7",,,,,,,"6,7","6,7",,,"6,7",,,,"6,7",,,,,,,"6,7",,"6,7","3,7",,,,,,,,,,,,,"6,7",,"6,7","6,7",,,"4,7",,,"6,7",,,5ff669ef0d726a203b4f1f99
2021-05-23 00:30:43,2021-05-23 00:35:21,0,24.247.80.248,100,277,1,2021-05-23 00:35:21,R_w79iJqhzSy1mj8l,,,,,42.4579925537109375,-83.90560150146484375,anonymous,EN,606e5213df0b5ee8da5438f1,,,,,,,,,,"6,7","6,7",,,"6,7",,,"4,7",,,,,"3,7",,,,,"6,7",,"6,7",,,,,,,,,,"6,7",,,,,"6,7",,,,,,,,,"5,7",,,"6,8",,"6,7",,,,,"6,8",,"6,7","5,8",,,,"6,7","6,7",,"6,7",,,,"6,7",,,,,,,"6,7",,"6,8",,,"6,7",,"6,7",,,,,,"6,8",,,,,,"6,7",,,"5,7",,,,,,"6,7",,,,,,,,,,,"6,7",,,"3,7","6,7",,,,"6,7","1,7","5,7",,,"6,7",,,"6,7",,,,,,"2,7",,,"6,7",,"6,7",606e5213df0b5ee8da5438f1
2021-05-23 00:31:49,2021-05-23 00:36:35,0,172.58.155.148,100,285,1,2021-05-23 00:36:35,R_3s1wcBxaq2vJdCo,,,,,35.193603515625,-80.68650054931640625,anonymous,EN,5d98ac3e4b74d40016e96159,,,,,,,,"2,7","6,7",,,,"2,7","3,7",,,,,,,"6,7",,,,,,,"6,7",,"6,7",,"6,7",,,"6,7",,,,,,"6,7","6,7",,,,,,,,,,,,,,,,"6,7",,,"6,7","5,7",,,,,,,"6,7",,"6,7",,,,,,,,,,,,,,,,,"6,7","6,7",,,,"2,8",,,,,,,,,"6,7",,"6,7",,"6,7","6,7","6,7",,,"6,7",,"2,7",,,,,,"6,7",,,,"1,7","6,7",,"6,7",,,"5,7",,"4,7","6,7","6,7",,,"6,7",,,,,,,,,,"6,7","2,7","4,7",,,5d98ac3e4b74d40016e96159
2021-05-23 00:30:39,2021-05-23 00:36:39,0,24.0.80.28,100,359,1,2021-05-23 00:36:40,R_DObfs0kACP8qXQt,,,,,39.976898193359375,-74.16010284423828125,anonymous,EN,5d5b528324470200190a9e0f,,,,"3,7",,,,,,"6,7","6,7",,,"6,7",,,,"6,7",,,,,,,"5,7","6,7",,,"6,7",,,,"6,7",,,,,,"6,7",,,,,,"6,7",,,,,"6,7",,,"5,7",,,,,,,,,,,,,,"6,7","6,7",,,,"5,7",,"6,7",,,,,,,,,"6,7","6,7","6,7",,,"6,7","6,7",,"3,7",,,,"1,7","2,7",,"6,7",,,,,,,,"5,7","2,7",,,,"6,7","6,7",,,,"6,7","6,7",,,,,,,,,"6,7",,,,"6,7",,"6,7",,,,,,,,,"6,7","6,7",,"6,7",,,,,,,5d5b528324470200190a9e0f
2021-05-23 00:32:49,2021-05-23 00:36:48,0,172.3.116.120,100,238,1,2021-05-23 00:36:49,R_2fwVwpGLBQJY8ET,,,,,29.918304443359375,-95.43180084228515625,anonymous,EN,5f4f187d901130169ed4f1bd,,,"6,9",,,,"6,7",,,,,"3,7",,,,"2,7","6,7",,,,,"4,7",,,,"6,7","5,7",,,,,,,,,,,,,"6,7",,,"6,7",,,,,,,,,,,,,,,,,,,,,,"5,9",,,"1,9","2,9",,,"5,9",,,,,,,"5,9",,"5,9",,,,"5,9","6,9",,,,"6,7",,"6,9",,,,,"5,7","6,7",,,,,,,,,,,"6,7",,"6,7","6,7",,,,,,,,"4,7","6,7","6,7","6,7",,,,"3,7",,,"1,7",,"6,7","6,7",,"5,7",,"6,7",,,,,,"6,7",,,"6,7",,"6,9",,,5f4f187d901130169ed4f1bd
2021-05-23 00:34:35,2021-05-23 00:40:15,0,96.33.151.98,100,339,1,2021-05-23 00:40:15,R_eEdARd5nvCkdYWt,,,,,30.485595703125,-90.0977020263671875,anonymous,EN,56c3072fc51218000c97bf1d,,,"5,7","3,7",,"6,7",,,"6,7","6,7","6,7",,,,,,,,,,,,,,,,,,,"6,7","6,7",,,,,,,"6,7",,,,,"6,7","6,7",,,,,,,,,,"6,7",,"6,7",,,,,,,,,,"5,7",,,,,,,,,"4,7","6,7","6,7",,"5,7",,"6,7",,,,,,"5,7","6,7",,,,,"6,7",,,,,"6,7",,,"6,7","6,7",,,,,,"5,7",,,,,"6,7",,,,,,,"6,7",,"6,7",,,,,,"4,7",,,,,"6,7","6,7",,,"2,7",,,"6,7","6,7",,,"6,7",,,,"6,7",,"6,7",56c3072fc51218000c97bf1d
2021-05-23 00:33:07,2021-05-23 00:40:57,0,73.49.190.187,100,470,1,2021-05-23 00:40:57,R_3PcwBprI8wKOgBc,,,,,27.393707275390625,-80.31749725341796875,anonymous,EN,6015fdd8c5750f052d1f85db,,"6,7",,,,,,,,,,,,,,,,,"3,7",,,,,,,,,,"1,7",,,,,,,"5,7",,"4,7","6,7","6,7",,,"6,7",,,"6,7","2,7",,"5,7",,,,"6,8",,,,,,,,,,"6,7",,,,,,"3,9","6,7",,"6,7","6,7","6,8",,"6,8","6,7",,"6,7",,"6,7",,,,"6,7",,,,,,,"6,8",,"3,7",,"2,7",,,,,"6,7",,,,,,,,,,,"6,7",,,"6,7","6,7","6,7",,,"6,7",,"6,7",,"6,7",,,,,,,,,,,,,,"6,8",,,,,"6,7",,,,,"3,7",,"6,7",6015fdd8c5750f052d1f85db
2021-05-23 00:33:01,2021-05-23 00:41:29,0,66.75.104.174,100,507,1,2021-05-23 00:41:29,R_XCjpom2sChgscnL,,,,,21.4535064697265625,-158.0193023681640625,anonymous,EN,5e5249bb7cbf4325c0f12cfe,,,,,,,"6,7",,,"6,7",,,,,,,,"6,7",,,,,,,"6,7",,,"3,7",,,,"6,7",,,"6,7","6,7","6,7",,,,,,,"6,7",,,"2,7",,,,,,,,"3,8",,,,"1,7","6,8","6,7",,"6,9","5,7",,,,,,,,,"6,7",,,,,,,,"6,7","1,9","6,7","6,7",,,"5,9",,"6,8",,,,,"3,9",,,,,,,,,"6,7",,"6,7",,,,,"6,7","6,7",,,,,,,,,,"6,7","6,7",,,,"6,7","6,7","6,7","5,7",,,,,,,"6,7","6,7",,,,,,,,,,"6,7",,,,5e5249bb7cbf4325c0f12cfe
2021-05-24 12:36:37,2021-05-24 12:42:26,0,68.197.243.160,100,349,1,2021-05-24 12:42:27,R_22E9BqJwcC3F1hv,,,,,40.676300048828125,-73.9492034912109375,anonymous,EN,5b4370f330bbfd000105f991,,"6,7",,,"6,7","6,7","6,7",,,,"6,7",,,,,,,,,"6,7",,,,,,,,,,,,,,,,,,,,,,"4,7","6,7",,,,"6,7",,,,,,,,,,,,,,,,,,,"6,7","6,7",,,,,,,"6,7",,,,,,,,"6,7",,"6,7",,"6,7","5,7",,"6,7","6,7",,,"6,8",,"3,9",,,"6,7",,,"6,7",,,,"3,7",,,"6,7","6,7",,,,"6,7",,,"4,7",,,,,"6,7","6,7",,,"6,7","6,7",,"6,7",,,"4,7",,,"4,7","6,7",,,,,"6,7",,,,"4,7",,"6,7",,,,,5b4370f330bbfd000105f991
2021-05-24 12:45:37,2021-05-24 12:48:55,0,72.196.251.47,100,197,1,2021-05-24 12:48:55,R_30kikBMPP4TC2vN,,,,,38.3000030517578125,-77.47389984130859375,anonymous,EN,5c871711c558df00015663c9,,,,,,"4,7",,,,,,,,,,,"4,7",,,,"6,7",,"6,7","6,7",,,,,,,"2,7",,,,,"6,7",,,,,,,,"6,7","6,7",,"2,7","6,7",,,,,,,,,,,,,,"6,8","6,7",,,,"6,7",,,,,,"6,7","6,8",,,,,,"6,7","6,7",,,"6,7",,,,,,,,,"6,9","3,9","5,7",,,"6,7",,"6,7",,,"6,7","6,7",,"1,7",,,,,,,,,,"1,7","6,7",,"6,7",,"6,7",,,,,,,,,"6,7","6,7",,,,,,,,,,"6,7",,,"6,7",,,,"4,7","1,7","6,7",5c871711c558df00015663c9
2021-05-24 12:45:56,2021-05-24 12:50:19,0,73.176.166.124,100,262,1,2021-05-24 12:50:20,R_269AvRZp9VRd6NR,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,60a43cfd2df39bb3369b261b,,,,,,,,"6,7","5,7","6,7",,,,,,"6,7",,,"6,7",,,"3,7","6,7",,"5,7","6,7",,,,,,"6,7",,,,"6,7",,,,,,,,,,,,"5,7",,"4,7",,,,,,"6,9",,"6,7",,,"6,7",,,,"6,7",,"6,7",,,,,,,,,,,,,"6,7","6,7",,,,"6,7","6,7",,"6,7",,,,"6,7",,"3,9","6,9",,,,,,,,,,"6,7","6,7","1,7",,,,"5,7",,,"5,7",,,"6,7",,"6,7",,,,,,,,,,,"6,7","4,7",,,,,,,,"6,7",,,,,"1,7",,,,,"6,7",,60a43cfd2df39bb3369b261b
2021-05-24 12:45:10,2021-05-24 12:50:51,0,172.58.143.227,100,340,1,2021-05-24 12:50:51,R_28M5qf0qsSv68mC,,,,,41.8986053466796875,-87.73799896240234375,anonymous,EN,607295300f59b34c26ccac31,"6,7",,"6,7",,"5,7",,,,,,,,,,"4,7",,,,,,,,,,"5,7",,,,,"6,7",,,,,,,,"6,7",,,,,"6,7","6,7","6,7",,,,"2,7",,,"6,7",,,"6,7",,,"6,7","6,7","6,7",,,,"5,8","6,8","5,7",,"6,7",,"6,7",,,,,,"6,8",,,,,,,"6,7",,,,"5,8",,"5,7","6,7",,,,,,,"6,7","6,7",,,,,,,,"4,7",,,,"6,7",,,,,,"6,7",,,"6,7",,"6,7","6,7",,,"6,7",,,,,,"6,7",,"6,7",,,,,,,,,,,,,,"4,9",,,,607295300f59b34c26ccac31
2021-05-24 12:45:33,2021-05-24 12:52:15,0,72.65.51.217,100,402,1,2021-05-24 12:52:16,R_3OqBhNDK2myX0Ij,,,,,42.968505859375,-78.74919891357421875,anonymous,EN,5fdbab59c92b3603bdeebe9f,"6,7",,,,,,"6,7",,,"6,7",,"6,8",,,,,"6,7",,,,"6,7",,,,,,,,,"6,7",,"6,7","6,7",,"6,7",,,,,,,,,,,,,,,,"6,7",,,,,,"2,9","6,7",,,,"6,7",,,,,,"6,8",,"6,7",,,"6,7",,,,,"6,7",,,,"6,7",,,,"6,9",,,"6,7",,,,,"3,8",,"6,9",,"6,8",,,,,,,"5,7",,"1,7","4,7","6,7",,,"6,7","6,7",,,,"6,7",,,,,,,,,,,,"5,7","6,7",,"1,7",,,,,,"6,7","6,7","6,7",,,"6,7",,,,,,,,5fdbab59c92b3603bdeebe9f
2021-05-24 12:44:30,2021-05-24 12:52:16,0,71.232.130.176,100,465,1,2021-05-24 12:52:16,R_1HriUww230XSXw5,,,,,42.7577972412109375,-71.46990203857421875,anonymous,EN,5831f08ebfb3b400015a6ad4,,,,,,,,"6,7",,"6,7",,"3,7","2,7",,,"4,7","6,7",,,,"6,7",,,,,"6,7",,,"4,7",,"6,7",,,"6,7",,,,,"3,7",,,,,,,,,,,,,"6,7",,,,"6,7","6,7",,,,,,,,,,,"6,7",,"6,7",,"6,7",,"6,7","5,7",,"6,7",,"6,7","6,7",,,"6,7",,,,,,"6,8",,"3,7",,,,,"6,7",,,,,,"6,7",,"6,7",,,"6,7",,"6,7",,,,,,,,,,,"6,7",,"6,7","6,7",,"6,7",,,,,"6,7",,,,,"6,7",,"5,7",,,,,,,,,,,,,,5831f08ebfb3b400015a6ad4
2021-05-24 12:44:19,2021-05-24 12:52:28,0,47.232.76.81,100,489,1,2021-05-24 12:52:29,R_1ff6Fhs77WYIY5J,,,,,38.263702392578125,-90.38680267333984375,anonymous,EN,609ea48e0f7c7232ca844949,,,,"3,7",,,,,,,,,,,"4,7",,,,"6,7",,,"3,7",,"6,7",,,,,,,"6,7","4,7","6,7",,,,,,"6,7",,,,,,,,,,,,,,,"6,7",,,"5,9",,"1,7",,,,,"5,7",,,,,,,,,,,"6,7",,"6,7","6,7","6,7",,"6,7",,,,,,,,"5,7","6,7",,,,"6,7",,,,"6,7",,"6,7",,"6,7",,"6,7",,,"1,7",,"6,7",,,,,,,,,,,,,"6,7",,,"4,7","6,7","6,7","6,7",,,,"1,7","6,7",,,"6,7",,,,"6,7",,,,,,,,,"1,7","6,7",609ea48e0f7c7232ca844949
2021-05-24 12:45:11,2021-05-24 12:52:30,0,108.87.97.156,100,438,1,2021-05-24 12:52:31,R_u8HT2keLX8bU5d7,,,,,29.5417938232421875,-98.42120361328125,anonymous,EN,60326b79977e1122d816daf4,,,,"3,7",,,,,,,,"3,7",,,"4,7",,"6,7",,,,,,,,,,,"6,7",,,,,"6,7","6,7",,,"6,7",,"6,7",,"6,7",,,,,"6,7",,,,,,"6,7","6,7",,"6,8",,,,,,,,,,"6,7",,,,,"6,7",,,"6,7",,,,,,,,"6,7","6,7",,,"6,7","6,8",,"6,7","6,7",,,,,,,,,"6,7","6,7",,,,,"6,7","6,7",,"1,7",,,,,,,,,"1,7","6,7","1,7",,"6,7",,,,,,,,,,,,,,,"6,7","6,7",,"6,7",,,,,,,,,"1,7","6,7","2,7",,60326b79977e1122d816daf4
2021-05-24 12:45:13,2021-05-24 12:53:15,0,100.11.218.198,100,481,1,2021-05-24 12:53:15,R_3PHR719uRQmAA7e,,,,,40.0171966552734375,-75.0883026123046875,anonymous,EN,5e311dd7a390be11ebfc23c3,,,,,,,,"2,7",,,,,"2,7",,,,"6,7",,"6,7",,,,,,,,,,,,,"5,7",,"6,7","6,7",,"2,7",,,,,"6,7",,"6,7",,,,"6,7",,,,"6,7",,,,,,,,"2,7","6,7",,,,,,"6,7",,,,"6,7","6,7","6,7",,"6,7",,"6,7",,,,,,"6,7",,,"6,7",,,"5,7",,"3,8",,"6,8","3,7",,,,"6,8",,"6,7","6,7",,,,,,,"2,7",,,,"6,7","6,7",,,,,,,"6,7",,,,,"6,7",,,,,"6,7","4,7",,"5,7",,,,,,,,,,,,,,,,"4,7",,5e311dd7a390be11ebfc23c3
2021-05-24 12:44:34,2021-05-24 13:14:04,0,69.249.71.229,100,1769,1,2021-05-24 13:14:04,R_8nLuU3HsC8eFmkF,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,5e7129105f07e2038154621a,,"6,7",,,,"6,7","6,7","6,7","6,7",,,,"6,7",,,,,,,,"6,7",,,"5,7",,,,,"6,7",,"6,7",,,,,,,,,,"6,7","4,7",,,"6,7","6,7",,"6,7",,,,"6,7",,,,,,,,"6,7",,,,,,,,"6,7",,,,,,"6,7",,"6,7",,,"6,7",,,,,,,,,"6,7",,,"3,7",,,"3,7","6,7",,"6,7",,,,,,,,,,,"6,7",,,"6,7","6,7","2,7","3,7",,,,,"6,7","6,7","6,7",,,,,,,,"5,7",,"6,7",,,"6,7",,,,,,,,,,,,,,,"2,7",,5e7129105f07e2038154621a
2021-05-24 17:21:47,2021-05-24 17:24:27,0,96.40.216.6,100,159,1,2021-05-24 17:24:28,R_T0nXDA0CN4FhAJP,,,,,38.54339599609375,-90.03510284423828125,anonymous,EN,5bf17270871dd1000197226e,,,,,,,,"6,7",,,,,,,,"4,7",,"6,7","4,7",,"4,7",,,,,,,,"2,7","6,7",,,,"4,7","5,7","6,7",,,"6,7",,,"4,7","6,7",,,"3,7",,,"2,7",,"2,7",,,"1,7",,,,,"1,7",,,,,,,,,,,,,"2,7",,,"4,7",,,,"6,7",,,,"5,7",,"5,7",,"5,7","1,7",,,,,"4,7","3,7","6,7",,"2,7",,"1,7",,,,,"2,7",,,"3,7","1,7",,,,,"3,7",,,,,,,,,"5,7",,,,,,,,,,,,,"6,7",,,,,,,"6,7",,,,,"5,7",,,,5bf17270871dd1000197226e
2021-05-24 17:23:01,2021-05-24 17:29:15,0,76.167.101.18,100,373,1,2021-05-24 17:29:16,R_u1vsXFTO689K5jz,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN,5f03728957c3c727971c2211,,,,"3,7",,,,,"6,7","6,7",,,,,,,,,,,,"6,7","6,7",,,,,,,,,,,,,,,,"1,9",,,,,,"6,7",,"4,9",,,,,"6,9",,,"4,9",,,,,"6,7",,,,,,"5,7","6,7","6,7",,,"6,7","2,7","6,7",,,"6,9",,"5,9",,,,,,,"6,7","6,9",,"6,8",,,,,,,"5,7",,"6,7",,,,,"6,7","6,7","6,7",,,,"5,7",,,,,,,,,"6,7",,,,"6,7",,,"6,7",,,,"6,7",,"5,7","6,7","1,7",,,"6,7",,,,,,,,"6,7",,,,,"4,7",,,5f03728957c3c727971c2211
2021-05-24 17:28:02,2021-05-24 17:36:50,0,68.71.166.93,100,527,1,2021-05-24 17:36:50,R_2D0SIr522E9c39A,,,,,35.4739990234375,-80.87290191650390625,anonymous,EN,60a8234aa37b7cf5a26829b5,,,"6,7","6,7",,,"6,7",,,,,,"2,7",,,,,,,,"6,7","4,7",,"5,7",,"6,7",,"6,7","2,7",,,,,,,"6,7",,,"2,7",,,"6,7",,"6,7","6,7",,"6,7",,,,"6,7",,,,"4,7",,,,"6,7",,,,,,,,,,"2,7",,,,,"6,8",,,"6,7","6,7",,"6,7",,,,"6,7",,,,,,,,,,,,,,,,"6,7",,,"6,7",,,,,"2,7",,,,"6,7",,,,,,"5,7",,,"6,7",,,,,"6,7",,"6,7",,,"6,7",,,"5,7",,"6,7",,,,,,,,"6,7",,,"6,7",,,,60a8234aa37b7cf5a26829b5
2021-05-24 17:32:19,2021-05-24 17:38:53,0,69.204.74.142,100,394,1,2021-05-24 17:38:54,R_1mLELFy86AotO5S,,,,,43.050506591796875,-78.852996826171875,anonymous,EN,5d61e0cad989a4001a236c63,"6,7","2,7","6,7",,,"1,7",,,,,"6,7",,,,,,,,,"6,7",,"3,7",,"6,7","5,7",,,,,,,"6,7",,,"6,7",,,,"6,7",,,,,,"4,7",,,"6,7",,,,,"6,7",,"5,9",,"2,7",,,,"6,7",,,,,,,"6,7",,"6,7",,"6,7","6,7",,,,,,,"6,7",,,,,"6,7",,,"6,7","6,7","6,7",,,"6,7",,,,,"1,9",,,,,"6,7",,,,,,,,"6,7",,"6,7",,,,,,"6,7",,"6,7",,,,,,,,,"6,7",,,"6,7",,,,,,,,,,,,,"6,7",,,,"6,7",5d61e0cad989a4001a236c63
2021-05-24 17:35:11,2021-05-24 17:39:23,0,50.90.232.174,100,251,1,2021-05-24 17:39:23,R_3KZ3KZdfchH7oVg,,,,,39.7931976318359375,-86.21320343017578125,anonymous,EN,60897a1d66afbbe1bb33a8e2,,"6,7",,,,,,"2,7",,,"6,7",,"6,7",,,"6,7",,,,,"6,7",,,,,,,,,"6,7",,,"6,7",,"6,7","6,7",,,,,,,,,,"6,7",,"6,7",,"6,7",,,"6,7",,,,,,"1,7",,"6,7",,"6,7","5,7","6,7",,,,,,,"6,7",,,,,,"6,7",,,,,,"6,7",,,,,,,"3,7","6,7",,"3,7","4,7",,"6,7",,,,,,,,,"4,7","1,7","6,7",,"6,7",,,,"2,7",,"6,7",,,,,,,,,,"6,7",,,,"6,7",,"1,7",,,,,,,,,,,,,,,"6,7","6,7",,,60897a1d66afbbe1bb33a8e2
2021-05-24 17:36:32,2021-05-24 17:41:20,0,45.49.98.182,100,287,1,2021-05-24 17:41:20,R_1NwtRjUmfO5DGja,,,,,34.0771942138671875,-117.45059967041015625,anonymous,EN,5ea50a770005874d591bab05,"6,7",,,,"5,7",,"6,7",,,,,,,"3,7","4,7",,,,"6,7",,"6,7",,,,,,"1,7",,,"3,7","6,7","6,7",,"6,7",,"6,7","2,7","4,7",,,"1,7","6,7","6,7","6,7",,"5,7","3,7","6,7",,,,"6,8",,,,,,,"1,8",,"6,7",,,,,"5,8",,"4,7",,,,,"6,7",,,,"6,7",,"1,8",,,,,,,,,,"5,9",,,,,,,,,"6,8",,,,,,,,,,,,,,,,,"6,7",,,,"6,7",,"6,7",,"2,7","3,7",,,,,,,,,,,,,,,,,,,,,"2,7",,,,,,5ea50a770005874d591bab05
