StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific,nytimes_mallet_24_20,nytimes_mallet_16_28,nytimes_mallet_23_5,nytimes_mallet_10_47,nytimes_mallet_6_31,nytimes_mallet_15_1,nytimes_mallet_44_34,nytimes_mallet_25_46,nytimes_mallet_2_38,nytimes_mallet_20_44,nytimes_mallet_34_49,nytimes_mallet_37_9,nytimes_mallet_8_48,nytimes_mallet_3_39,nytimes_mallet_28_13,nytimes_mallet_31_0,nytimes_mallet_5_2,nytimes_mallet_17_8,nytimes_mallet_33_21,nytimes_mallet_43_37,nytimes_mallet_29_18,nytimes_mallet_11_41,nytimes_mallet_13_26,nytimes_mallet_46_40,nytimes_mallet_4_42,nytimes_mallet_14_24,nytimes_mallet_45_14,nytimes_mallet_32_10,nytimes_mallet_19_43,nytimes_mallet_22_16,nytimes_mallet_1_36,nytimes_mallet_30_12,nytimes_mallet_9_25,nytimes_mallet_26_45,nytimes_mallet_36_17,nytimes_mallet_21_19,nytimes_mallet_40_30,nytimes_mallet_0_22,nytimes_mallet_38_11,nytimes_mallet_18_4,nytimes_mallet_49_35,nytimes_mallet_47_29,nytimes_mallet_41_6,nytimes_mallet_48_32,nytimes_mallet_39_27,nytimes_mallet_42_23,nytimes_mallet_12_7,nytimes_mallet_27_3,nytimes_mallet_35_33,nytimes_mallet_7_15,nytimes_dvae_47_11,nytimes_dvae_42_17,nytimes_dvae_13_2,nytimes_dvae_8_35,nytimes_dvae_46_14,nytimes_dvae_3_27,nytimes_dvae_28_4,nytimes_dvae_23_24,nytimes_dvae_34_41,nytimes_dvae_25_40,nytimes_dvae_31_16,nytimes_dvae_6_22,nytimes_dvae_1_47,nytimes_dvae_21_49,nytimes_dvae_32_38,nytimes_dvae_9_23,nytimes_dvae_38_43,nytimes_dvae_11_32,nytimes_dvae_27_25,nytimes_dvae_4_7,nytimes_dvae_40_6,nytimes_dvae_48_8,nytimes_dvae_14_39,nytimes_dvae_44_42,nytimes_dvae_33_5,nytimes_dvae_20_26,nytimes_dvae_5_10,nytimes_dvae_16_34,nytimes_dvae_12_48,nytimes_dvae_35_30,nytimes_dvae_10_0,nytimes_dvae_18_31,nytimes_dvae_19_44,nytimes_dvae_22_28,nytimes_dvae_43_45,nytimes_dvae_39_13,nytimes_dvae_26_21,nytimes_dvae_15_46,nytimes_dvae_41_36,nytimes_dvae_36_9,nytimes_dvae_29_19,nytimes_dvae_37_1,nytimes_dvae_0_37,nytimes_dvae_2_20,nytimes_dvae_45_29,nytimes_dvae_24_33,nytimes_dvae_17_18,nytimes_dvae_49_3,nytimes_dvae_7_12,nytimes_dvae_30_15,nytimes_etm_19_8,nytimes_etm_40_4,nytimes_etm_42_37,nytimes_etm_23_13,nytimes_etm_37_44,nytimes_etm_8_6,nytimes_etm_26_42,nytimes_etm_16_14,nytimes_etm_10_33,nytimes_etm_0_21,nytimes_etm_29_22,nytimes_etm_33_34,nytimes_etm_24_10,nytimes_etm_27_20,nytimes_etm_11_28,nytimes_etm_9_48,nytimes_etm_30_24,nytimes_etm_31_16,nytimes_etm_46_7,nytimes_etm_3_43,nytimes_etm_48_23,nytimes_etm_44_9,nytimes_etm_43_15,nytimes_etm_18_41,nytimes_etm_34_32,nytimes_etm_5_31,nytimes_etm_45_0,nytimes_etm_14_1,nytimes_etm_25_26,nytimes_etm_22_25,nytimes_etm_17_12,nytimes_etm_38_5,nytimes_etm_36_2,nytimes_etm_12_30,nytimes_etm_13_39,nytimes_etm_21_38,nytimes_etm_35_45,nytimes_etm_1_3,nytimes_etm_49_17,nytimes_etm_6_46,nytimes_etm_20_19,nytimes_etm_47_36,nytimes_etm_2_49,nytimes_etm_41_35,nytimes_etm_15_27,nytimes_etm_32_18,nytimes_etm_7_11,nytimes_etm_4_47,nytimes_etm_39_40,nytimes_etm_28_29,PROLIFIC_PID
2021-05-23 00:37:00,2021-05-23 00:47:37,0,24.143.51.57,100,636,1,2021-05-23 00:47:37,R_bjvX45MlpIli7T3,,,,,39.102996826171875,-95.10500335693359375,anonymous,EN,5ee240e29b7eec2e3086c548,,,,"1,7",,"6,7","5,7",,,,,,,,,,,,,,,"6,7",,"6,7",,,,,,"2,7","6,7",,,"6,7","6,7","6,7","1,7",,,"6,7","6,7",,,"6,7","6,7",,,,,"6,7",,,,,"6,7",,,,,,,,,"6,7",,,"2,9",,,"6,7",,"6,7",,,,"3,9",,,,,,,,"6,7",,"2,7",,,"6,7","6,7",,,,,"3,7",,,,,,,,,,,,,,"2,7","6,7",,,,,,,,,,,,,,"3,7",,,,,,,"1,7",,,,,,"6,7","6,7",,,,,"4,7","6,7",,"6,7","3,7",,"3,7",,5ee240e29b7eec2e3086c548
2021-05-23 00:41:12,2021-05-23 00:49:08,0,99.9.218.164,100,476,1,2021-05-23 00:49:10,R_BsoxffqprPeufXr,,,,,36.17889404296875,-86.803497314453125,anonymous,EN,5ff669ef0d726a203b4f1f99,,,"6,7",,,,,,,,,,,"6,7",,,,,,,"6,7",,,,,"6,7","3,7",,,,,"2,7",,,,,,,,,"2,7","6,7","6,7",,,,,"5,7",,"6,7",,,"2,9",,,,"6,7","6,7",,,,,,,,,,"6,7",,"6,7","6,7","6,7",,,,,,,,,,,"6,7",,,,,"6,7",,,,,"6,7","6,7",,,"6,7",,,"6,7",,,,,"6,7",,"6,7",,,"6,7",,,,"4,7",,"6,7","6,7",,"6,7",,,,,,"6,7",,"4,7",,,,,,,"2,7","6,7",,,,,,"6,7",,"4,7","6,7",,,,,,,5ff669ef0d726a203b4f1f99
2021-05-23 00:39:04,2021-05-23 00:51:12,0,71.208.215.208,100,727,1,2021-05-23 00:51:12,R_qyEtsIWRtAhJ5Tz,,,,,26.6909027099609375,-81.94830322265625,anonymous,EN,60a494b9ce384122865f7175,,,,,,"6,7",,,,,,,,,,"6,7",,,"6,7",,,,,,,,,"4,7",,,"6,7",,,,,,,,,,,,,"6,7","6,7",,,,,,,,,,,"2,7",,,,"6,7",,,,,"1,7",,"6,7","6,7",,"6,7","6,7",,,,,,,"6,7",,"6,7","6,7","6,8",,"6,7","6,7",,"6,7",,,"6,7",,,,,,,,,,,"6,7","6,7","5,7",,,,,"5,7",,"6,7","6,7",,,,"6,7",,,,,,,,,,"6,7",,"6,7",,,,,"6,7","6,7",,,"6,7",,"6,7",,"6,7",,,,,"4,7","6,7",,,,,60a494b9ce384122865f7175
2021-05-23 00:53:57,2021-05-23 00:58:01,0,74.130.96.104,100,243,1,2021-05-23 00:58:01,R_2B2mmncpM3ZqBKl,,,,,36.6089019775390625,-88.3031005859375,anonymous,EN,5f6be7056ec0431594b8b325,,,,,,,,,,"2,7",,"6,7",,"6,7",,,,,,,,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,"6,7",,,,,,,,,,"6,8",,"6,7",,"6,8",,,"6,7",,,"5,9","6,7",,"6,7",,"6,7",,,"6,9","6,9",,,,"6,7",,"4,9",,,,,,"6,7",,"5,7","5,9",,,,,,,"6,7",,,,"6,7",,"6,7",,,"6,7","1,7","6,7",,"1,7",,"5,7",,,,"3,7",,"6,7",,,,,,,,,"6,7",,"6,7",,"6,7",,,"6,7",,"6,7",,"6,7","6,7",,,,"6,7",,,,,,,5f6be7056ec0431594b8b325
2021-05-23 00:52:43,2021-05-23 00:58:37,0,174.198.14.50,100,353,1,2021-05-23 00:58:37,R_3Hk5ESwOlmRe36d,,,,,40.236297607421875,-75.29599761962890625,anonymous,EN,5df99319ef7f5e71258ab6f3,,,,,,,,,,,,,"1,7",,"3,7","6,7",,"6,7",,,,,"6,7",,,,,,,,,,,,"6,7",,"1,7",,,,"6,7","5,7","6,7","6,7",,,,,"6,7",,,,,,,,,,"5,7",,,,"6,7",,,,"6,7",,,"6,7","6,7","6,7",,,,,,"6,8","6,7",,,"6,7",,,,,,,,,"6,7",,,"6,7",,,,,"6,7",,,"6,7",,,,,"6,7",,"2,7","6,7",,"1,7",,,"6,7",,,,,,"4,7","6,7",,,,,,"6,7",,"6,7",,,,"3,7","4,7",,,,,,"6,7","6,7",,,,,,,,,5df99319ef7f5e71258ab6f3
2021-05-23 00:54:57,2021-05-23 00:59:55,0,108.5.133.237,100,298,1,2021-05-23 00:59:56,R_1FfS0gWJwIMr1j6,,,,,40.78729248046875,-74.32109832763671875,anonymous,EN,5e42ece14983111833f076fd,,,,,"2,7","6,7",,"6,7",,,,,,,,,,,,,,,,,"6,7",,"4,7",,,"2,7","6,7",,,,,,,,,,"6,7",,,"6,7","6,7",,,,,"6,7","6,7",,"6,7",,,,"6,7",,,,,"6,7",,,,,,,,"6,7",,"6,7",,,"2,7","6,7","4,7",,,,,,"6,7","6,7","6,7",,,,,,,"5,7","5,9",,,"6,7",,"6,7",,,"6,7",,,,,,,,,,,,,,,"6,7","6,7","4,7","6,7",,"4,7",,,,,"6,7",,,,,"6,7",,,,,,,"6,7",,,,,,,,"6,7",,,"4,7",,5e42ece14983111833f076fd
2021-05-23 00:53:45,2021-05-23 01:00:31,0,108.2.107.57,100,405,1,2021-05-23 01:00:31,R_336XAU1YRyr1meS,,,,,40.2873992919921875,-75.21559906005859375,anonymous,EN,5cee09961c409d00151e98cb,"3,7",,,,,"6,7",,"5,7","6,7",,,,,,,,,,,,,"6,7",,,,"6,7",,,"5,7",,,,"5,7",,,,"1,7",,,,,"5,7",,"6,7",,,"6,7",,,"6,7","6,7",,"6,7",,"6,7",,,,,"6,8","6,7",,"6,8","6,7","6,7",,,,"5,8","5,7",,,"6,9",,,,"5,7","6,8",,,,"4,9",,,"6,7",,,,,,,,"5,9","6,9",,,,,,,,,,,,,,"6,7",,,,,"6,7",,,,,,,,"4,7",,"6,7",,,,"5,7",,,,,,"6,7",,,"4,7",,,,,,"6,7",,,,,,,,,5cee09961c409d00151e98cb
2021-05-23 00:55:42,2021-05-23 01:01:19,0,70.162.40.223,100,336,1,2021-05-23 01:01:20,R_1d7hV9EU5iB2ItV,,,,,33.27520751953125,-111.70819854736328125,anonymous,EN,60a6a7f69d59dacb8882fd15,"6,7","5,7",,,,,,,,,,,,,,,,"6,7",,,,,,"1,7",,,,,,,,,,,,"6,7",,,,,"6,7",,"6,7",,,,,"5,7",,"6,7",,,,,,"6,7",,,"6,7","6,7",,,,"6,7","6,7",,,,"6,7",,"6,7","6,7","6,7",,"6,7",,,,,,,,"6,7",,"6,7",,,,,,,,,"4,7","6,7","6,7",,,,"4,9",,"5,7","6,7",,,,,"6,7","2,7",,,,,"3,7",,,,,,,"6,7",,,,,,"6,7",,"6,7",,,,"6,7",,,,,"6,7","2,7",,,"6,7",,,,,,,"5,7",,60a6a7f69d59dacb8882fd15
2021-05-23 00:56:54,2021-05-23 01:03:26,0,98.206.108.212,100,392,1,2021-05-23 01:03:27,R_qVHZ4DXHW734DaV,,,,,41.6078033447265625,-87.75240325927734375,anonymous,EN,5fa18044d344ba28b52ff8f1,,,,"5,7","4,7",,,"6,7",,"2,7",,"6,7",,,,,,,,"6,7",,,,"6,7",,,,,,,,,"6,7",,,,"6,7","6,7",,,,,,"6,7",,"5,7","6,7","6,7",,,,,"2,7",,"6,7",,"4,7","6,7",,,,,,,,,,,,,"6,7",,"6,7",,,,,,,"6,7",,,,,,"6,7","6,7","6,7",,"6,7",,,,,,,,,,"3,9",,,,"6,7",,,"6,7",,,,"6,7",,,,,,,,"6,7",,,,,,"1,7",,,,,,"6,7","6,7",,,,"3,7",,,,,,"6,7",,,,"6,7",,,"5,7","6,7",5fa18044d344ba28b52ff8f1
2021-05-23 00:56:00,2021-05-23 01:03:49,0,66.75.104.174,100,469,1,2021-05-23 01:03:50,R_Ahwn6IRPgISqOxr,,,,,21.4535064697265625,-158.0193023681640625,anonymous,EN,5e5249bb7cbf4325c0f12cfe,,,,"6,7","4,7",,,,,,"6,7",,,,,,,"6,7",,"6,7",,,,,,,,,,"2,7",,,,"6,7",,,,"4,7",,,,,,,"6,7",,"6,7",,,,"6,7",,,,,"6,7",,,,"6,7",,,,,"6,9","6,7",,,,"6,7",,"6,7",,,,,,,"6,7",,,,"6,7",,,"2,8",,"6,7",,,,,,,,,"4,8",,,,,"6,7",,,,,,,"6,7",,,"1,7",,"6,7","6,7",,,,"6,7",,,"6,7",,,,"6,7",,,"1,7",,,,,"2,7","6,7",,,,,,,"6,7","4,7",,,"6,7",,,"5,7","6,7",5e5249bb7cbf4325c0f12cfe
2021-05-23 00:56:04,2021-05-23 01:06:27,0,24.217.95.76,100,622,1,2021-05-23 01:06:28,R_yBUWzuliJDMGocp,,,,,38.610107421875,-90.55999755859375,anonymous,EN,5e948cd23e20462eec20d288,,,"6,7","5,7",,,,,,"6,7",,"6,7",,"6,7",,,"3,7",,,,"5,7",,,,,,,,,,,,,,,,,,"6,7",,,,,,,,"6,7","5,7",,"6,7","6,7",,,"6,7","6,7",,,,,"6,8",,"6,7",,"6,7",,"6,7",,,"5,9",,"6,7",,"1,9",,,"6,9",,,,"6,7",,,"6,7",,"1,7",,,,,,"6,8",,,,,,,"6,7",,,,,,,"6,7",,,,,,,,"5,7","1,7","6,7","6,7",,,,,,,,,,"6,7",,"6,7",,"6,7","6,7",,,,,,,,,,,,,,,"6,7",,,,"3,7",5e948cd23e20462eec20d288
2021-05-23 02:00:53,2021-05-23 02:06:55,0,24.7.123.157,100,361,1,2021-05-23 02:06:55,R_2V7whRqAwcIa8a5,,,,,37.6873016357421875,-121.89569854736328125,anonymous,EN,5f2ce47b390fbc21a8358f9b,,,,,"4,7",,,,"6,7",,,,,,,,,,"1,7","6,7",,"6,7",,,,,,,,,,"6,7",,,,,,,"6,7","3,7","6,7","6,7",,,,,"6,7","5,7",,,,,"6,7",,,"6,7",,,"5,7",,"6,7",,"6,8",,"6,8",,,,,"6,7","6,7",,,,,,,,,"6,7",,"4,9","6,7","6,7",,,,,,,,,"6,7",,,"6,7",,,,"6,8",,"6,7","6,7",,,,"6,7",,,,,,,,"4,7",,,,"6,7",,,"5,7",,,"6,7",,,,,,,,,,"6,7",,,"6,7","6,7",,,,,"6,7",,,,,,,5f2ce47b390fbc21a8358f9b
2021-05-24 12:27:16,2021-05-24 12:32:46,0,68.134.187.193,100,330,1,2021-05-24 12:32:47,R_SAHW2sxVPqqdOPn,,,,,39.165802001953125,-76.6381988525390625,anonymous,EN,537cc438fdf99b2274df9aae,"6,7",,"6,7",,"2,7",,,,,,,,,,,,"3,7","6,7",,,,,,,,,,"6,7",,"5,7","6,7",,,,,"6,7","1,7","6,7",,"6,7",,,,,,,,"5,7","6,7",,,,,,,,,,,,,,,,"6,9",,,,,,,"6,7","6,7","2,9",,"6,7",,,,"6,7",,,"6,7",,,"6,9","6,7",,,"6,7",,,"5,7",,,,,,"6,8",,,,,,,,,,,"6,7",,,,,,,,,"6,7",,"4,7",,,,,,,"6,7",,"6,7",,,"6,7",,"5,7",,,"6,7",,"2,7",,"6,7",,,"4,7",,,,,"6,7",537cc438fdf99b2274df9aae
2021-05-24 12:28:27,2021-05-24 12:33:13,0,68.13.212.217,100,286,1,2021-05-24 12:33:14,R_a9we7y6soHYHtoB,,,,,36.8881988525390625,-76.300201416015625,anonymous,EN,5de7e24d97378d000b4eefb5,,,,,,"6,7",,,,"6,7","6,7",,,,"5,7",,,,,,,,,,,,"3,7","6,7",,,"6,7",,,,,,,"4,7","6,7",,"4,7",,,,,,,,"6,7",,,,,,,"6,7",,,,,"6,7","6,7",,,,,"5,9",,,,,,,,,"1,9",,"6,9",,"6,7","6,7",,"6,7",,,,"6,7","6,7","6,7","6,7",,,,,,"6,7",,,,"1,9",,,,,"6,7",,"6,7",,"2,7",,,"5,7",,,,,,"1,7",,"4,7",,"4,7","2,7",,,,,,"6,7",,,,,,,,,,,,,,,,"6,7",,,,"3,7","6,7",5de7e24d97378d000b4eefb5
2021-05-24 12:30:07,2021-05-24 12:34:47,0,35.136.236.184,100,279,1,2021-05-24 12:34:47,R_RQfbODa2bcVTpsJ,,,,,28.92840576171875,-82.49210357666015625,anonymous,EN,60a611c22803c2c17155f52a,,"4,7",,,,"1,7","2,7",,,,,"6,7",,,,,,"4,7",,"3,7","3,7",,"2,7",,,,"5,7","4,7",,,,"2,7",,"6,7",,"6,7",,,"1,7",,,,"2,7",,,,,,,,,"3,9",,"1,8","3,9",,,,"5,7",,,,,,,,,,,,,"5,7",,,,,,,,,,,,"1,9",,"3,8",,,,"1,7",,,,,"6,9",,"3,7",,,"4,8",,"6,7",,,,"5,7",,,"5,7",,,,,,"6,7",,,,,"6,7","5,7","3,7",,,,,"3,7","3,7",,,,,,,,,,,,,,,,,"4,7","4,7",,,"6,7",,60a611c22803c2c17155f52a
2021-05-24 12:29:50,2021-05-24 12:36:10,0,142.105.202.97,100,379,1,2021-05-24 12:36:10,R_ZpCJWOyoV3FcosV,,,,,43.6842041015625,-70.2816009521484375,anonymous,EN,5dceb040f2fabc10bd4a10fa,,"5,7",,,"4,7",,,,,,,"3,7",,,,,,,,"6,7",,,,,,"6,7",,,,,"6,7",,,,,,,,"6,7",,,,,,,"6,7",,,"6,7",,,,"2,7",,"6,7",,,,"6,7",,,"6,7","6,7",,"6,8","6,7","6,7",,,,,,,"3,9",,,,"6,8",,,,,"6,7","6,7",,,,,"6,7",,"6,7",,,,"6,7",,,,,,,"6,7",,,,,,,,,,,,"6,7",,,,,,"4,7","6,7","6,7",,"1,7",,"6,7",,,"6,7",,,"6,7",,,"6,7",,"6,7",,,,"6,7",,,,"4,7",,"5,7",,,,5dceb040f2fabc10bd4a10fa
2021-05-24 12:30:17,2021-05-24 12:36:48,0,50.218.1.138,100,391,1,2021-05-24 12:36:49,R_28U7aspSK9NEv1Y,,,,,29.7953033447265625,-95.49680328369140625,anonymous,EN,5e6e47d4bd8f7d3f6b956611,,"5,7",,"6,7",,"6,7","5,7",,,,"6,7",,"2,9",,,,"6,8",,,"6,7",,,"6,8",,,,"3,7",,,,,,"6,7","6,7","6,7","6,7",,,,"6,7",,,,,,,,"6,7",,,,"6,7",,,,"2,7",,,"6,7",,,"6,7",,,"1,9",,,"6,7",,"6,7",,"6,7",,,,,,,,,,,"6,7",,,,,,"6,7",,,,,,,,"4,8","6,7",,,"6,7",,,"6,7",,,,,"6,7","6,7",,,,,,"6,7",,,,"4,7",,,,,,"6,7",,,"1,7",,,,,,,,,,,,,"6,7",,,,,,,,"6,7",5e6e47d4bd8f7d3f6b956611
2021-05-24 12:29:37,2021-05-24 12:37:56,0,73.163.36.199,100,498,1,2021-05-24 12:37:56,R_riktkl53bLGDwxH,,,,,38.9521942138671875,-77.025299072265625,anonymous,EN,5c114210280a8200019d7b1d,,"6,7","6,7",,,,,,,,,"6,7",,,"2,7",,,,"6,7",,"5,7",,,,,"6,7","4,7",,,,,"6,7",,,,,,,,,,"6,7",,,,,,,,,,,,"6,7",,"6,7",,"6,7","6,7",,"6,7","6,7",,,,"6,7","6,8",,,,,"6,7",,,,,,,,,,,"6,7","6,7",,,"6,7","6,7",,"6,7",,,,"6,9",,,,,,,,,,"1,7",,,,"6,7","2,7",,,"1,7",,,,"6,7",,,,,"4,7",,,,,,"2,7","6,7","1,7",,,,,,,"3,7",,,,"6,7",,"6,7",,,,,,"6,7",,,5c114210280a8200019d7b1d
2021-05-24 12:28:35,2021-05-24 12:39:53,0,172.113.181.183,100,678,1,2021-05-24 12:39:54,R_2viSWNEAkSBwsrg,,,,,33.6750030517578125,-118.0027008056640625,anonymous,EN,60a88bb9336a92a4baec8c2f,,,,"6,7","3,7","6,7",,"6,7",,,,,,"6,7",,,,,,"6,7",,,,,,"6,7",,,,"5,7","6,7","6,7",,,"6,7",,"6,7",,,,,,,,,,,,"6,7",,,"6,8",,"6,8",,,,,,"6,7",,"6,8",,"6,7",,,,,,,,"1,7","5,7","6,7",,,,,"6,7",,,,"6,7",,,,"6,7",,,"6,7",,,,"4,8",,,,"6,7",,,,,,,,,"5,7",,,,,"6,7",,,"6,7",,,,"6,7",,"6,7","6,7",,,"6,7",,,"6,7",,,,,,"2,7",,,,,,,,,,"5,7","3,7",,,,,,60a88bb9336a92a4baec8c2f
2021-05-24 12:29:05,2021-05-24 12:44:25,0,24.42.159.109,100,920,1,2021-05-24 12:44:26,R_08MwOdW35lrAMJr,,,,,34.709503173828125,-86.7360992431640625,anonymous,EN,60a586c48765775df330be7a,,,,,,"6,7",,"6,7",,"6,7",,,,,,,,"6,7",,"6,7",,"6,7",,,,,,,,,"6,7","6,7",,"6,7",,,"1,7",,,,,,,,,,,"6,7","6,7",,,,,,,"6,8",,,,"6,9",,,,,,,,,,,"6,7",,"5,9","6,9",,,,,,,,"6,9",,,,,"6,7",,,,,,,,,,"6,8",,"6,8",,"5,7",,,"6,7",,"5,7",,,,"6,7",,,,,,,,,"6,7",,"4,7",,"4,7",,,"6,7",,,,,"6,7",,,,"6,7","4,7","6,7",,"6,7",,"6,7",,,,"3,7",,"5,7",,,"6,7",60a586c48765775df330be7a
2021-05-24 12:30:32,2021-05-24 12:49:23,0,64.118.100.82,100,1130,1,2021-05-24 12:49:23,R_33jLooEzWPJvgnm,,,,,37.49310302734375,-119.9268951416015625,anonymous,EN,60a4bc4cc3a30cfe044c9077,,,,,,,,,,,,"6,7",,"6,7","3,7","6,8",,"6,7","1,7",,,,"6,7","2,7",,"3,7",,,,,,,"5,7",,,,,,,,,,,,,,,,,,,,,"2,9",,,,"6,7","6,7",,,,,,,"6,7",,,,,,,,,"6,9",,"4,7",,,,,,"6,7","6,7","6,7",,,"6,7","6,7","6,7",,,"5,7",,,"6,7",,"6,7","3,9","4,9",,"6,7","5,8",,,,,"6,7","2,7",,,,,,,"6,7",,,,,,"6,7",,,,,"6,7","3,8",,,,,"6,7",,,"4,7",,,"2,7",,,,,,,,,,,,60a4bc4cc3a30cfe044c9077
2021-05-24 12:29:26,2021-05-24 12:53:31,0,24.216.104.227,100,1444,1,2021-05-24 12:53:32,R_2v9fnImZoA8rJMi,,,,,35.5054931640625,-82.99120330810546875,anonymous,EN,609f3d40caf6af698006b21a,,,,,"4,7",,,,,"6,7",,"6,7","3,7",,,"6,7","3,7",,,"5,7","6,7","6,7",,,,,,"6,7",,,,,,,,"6,7",,,,"3,7","6,7","6,7",,,,,,,,"6,7",,"4,8",,,,,"6,7",,,,"3,7",,,"6,7",,,"6,8","6,7",,,,"6,7",,,,,,,,,,,,,,,,,,"6,7",,,"3,7",,,,,"6,7",,,"5,7",,,,,,,,,,,,,,"6,7","6,7",,,,"4,7",,"6,7","6,7",,"6,7",,,"6,7","6,7","6,7",,,,,,,,"6,7",,,,"4,7",,,,"6,7",,,,,609f3d40caf6af698006b21a
2021-05-24 17:22:42,2021-05-24 17:28:28,0,68.51.212.200,100,345,1,2021-05-24 17:28:28,R_2eQE63ipTO2iwSj,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,5fcd24ad1356ebbfd58baa51,,,,"5,7",,,"5,7",,"6,7",,,"6,7",,,,,,"6,7",,"6,7",,,,"6,7","6,7",,,"6,7",,"2,7",,,"5,7","6,7","6,7","6,7",,,"6,7",,"6,7","5,7",,"6,7",,,,"6,7",,,"6,7",,"2,7",,,,"6,7",,,,,"6,7",,,"3,8","6,7",,,,"6,7",,,,,"6,9",,,"2,9",,,"6,7",,,"6,7",,,,,,,,,"5,7",,"3,7",,"6,9",,,,,,,,,,"6,7",,,,,,,,"5,7",,,,,"4,7",,,,"6,7",,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,5fcd24ad1356ebbfd58baa51
2021-05-24 17:23:10,2021-05-24 17:29:24,0,24.92.125.170,100,373,1,2021-05-24 17:29:25,R_DUlaeoKlXRXmc2B,,,,,31.0261993408203125,-97.61309814453125,anonymous,EN,60a7bc890f0646d9343a08a0,,,,,"2,9","6,8",,,,"4,8","5,7","2,8",,,,,,,"1,7",,"5,7",,,,,"2,7",,,,,"1,8","4,7",,,,,,,,,,,,,,,,,"2,7",,,"1,9",,,"6,9",,,,,,,,,,,"4,7",,"1,7","4,8",,"5,9",,,"6,8","5,8",,"4,8",,,,,,"3,8",,,,,,"1,8",,"6,7",,,,,,"1,7",,,,"1,7","4,7",,,,,,"1,8","4,8",,,,,,,,,,,,"3,8",,,,"3,8","1,8",,,,,,,"4,7",,,,,"1,7",,,,,"1,7",,,"4,7","5,7","5,7",,"5,8",60a7bc890f0646d9343a08a0
2021-05-24 17:21:31,2021-05-24 17:29:34,0,75.82.5.100,100,482,1,2021-05-24 17:29:35,R_ZkjXktxiu9Z6JvX,,,,,34.235992431640625,-118.52349853515625,anonymous,EN,6091ebb375f9f6e9e1acaef8,"4,7","5,7",,"6,7",,,,,,,,,"2,7",,,,,,,,,"6,7",,,,,,,"1,7",,,,"5,7",,,,"6,7","4,7","6,7",,"6,7","6,7",,"6,7",,,,"5,7",,,,"3,9",,,,,,"6,7","6,7",,,,,,,,,,"6,9",,"6,7",,"5,9","1,9",,,,"6,9",,,,,,"6,7",,,,,"6,7",,,,,"6,7","6,7",,,,,,,,,,"6,7",,,,,,,,,,,,"6,7",,,"6,7",,,,,,"6,7","4,7","6,7",,,,,"6,7",,"6,7","6,7",,"2,7",,,,,,,"2,7",,"5,7",,,,6091ebb375f9f6e9e1acaef8
2021-05-24 17:25:09,2021-05-24 17:30:00,0,70.112.161.124,100,290,1,2021-05-24 17:30:04,R_3PdDhrZmjXEYBKk,,,,,30.3773040771484375,-97.70999908447265625,anonymous,EN,5e1974bcdb54d72191658210,,,,,,,"6,7","5,7",,,,"6,7",,"6,7",,,,,,"6,7",,,,,"3,7",,"3,7",,"5,7",,,,"5,7","6,7",,"6,7",,"3,7",,,,,,,,,"6,7",,,,"6,8",,,,,,,"6,7",,,,"6,7","6,9",,,,"6,9",,,,,,,,,"3,9",,"1,9",,"6,7",,,"6,7",,,,,"6,7",,,,,,,,,,"1,7",,"5,9",,"6,7","5,7",,"6,7",,,"6,7",,,"5,7",,,,,,,,,,"4,7","6,7",,,,,,,,,,,,,,,"6,7",,,"6,7","3,7","6,7","5,7",,,"6,7",,,,,5e1974bcdb54d72191658210
2021-05-24 17:24:46,2021-05-24 17:31:29,0,75.87.143.21,100,403,1,2021-05-24 17:31:30,R_25GYVrYISrIOjz8,,,,,38.8939056396484375,-94.70670318603515625,anonymous,EN,601659f688f6997edd29470d,,,,"6,7",,,,,,,,,,,,,,"6,7",,,,"6,7",,,"6,7",,,,"1,7",,,,,"6,7",,,,,,,"6,7",,,,,"4,7",,,,,,"6,7",,,,,,"6,7",,,,,,"5,7","6,7",,,,,"6,7",,"6,7","6,7",,,"3,9",,,,,"6,7","4,9","6,7","6,7",,,,,,,,,,,"6,7",,,,,,,"6,7",,"6,7","6,7","5,7",,"6,7",,,,,,,,,,"4,7",,,"6,7","6,7","6,7",,,,,"6,7",,"6,7",,"6,7","6,7",,,"5,7",,"2,7",,"6,7",,,,,"3,7",,,,,,601659f688f6997edd29470d
